allele,genbankNucleotideAccession,genbankProteinAccession,refseqNucleotideAccession,refseqProteinAccession,ncbiFamily,expectedPhenotype,class,subclass,extendedAnnotation,nodeId,geneFamily,tier,mrsnSuperFamily
blaADC-6,AY325306.1,AAR13676.1,NG_048669.1,WP_017725267.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-6,blaADC-6,blaADC,3,blaADC
mcr-3.27,MH131694.1,AXS68550.1,NG_064790.1,WP_017778762.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.27,mcr-3.27,mcr-3,1,mcr
blaADC-116,AOLU01000048.1,,NG_064675.1,WP_017816757.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-116,blaADC-116,blaADC,3,blaADC
blaOXA-99,DQ888718.1,ABI53716.1,NG_049840.1,WP_017816859.1,blaOXA-51_fam,Beta-lactam: Carbapenems (OXA-51 family),Beta-lactam,Carbapenems (OXA-51 family),OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99,blaOXA-99,blaOXA,2,blaOXA-51_fam
blaCARB-56,MZ092819.1,QVO43826.1,NG_074699.1,WP_017821520.1,blaCARB,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",carbenicillin-hydrolyzing class A beta-lactamase CARB-56,blaCARB-56,blaCARB,3,blaCARB
qnrVC10,MH330006.1,AXI69764.1,NG_062256.1,WP_017822040.1,qnrVC,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrVC10,qnrVC10,qnrVC,3,qnr
blaOKP-B-8,AM051157.1,CAJ19616.1,NG_049384.1,WP_017900346.1,blaOKP-B,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",broad-spectrum class A beta-lactamase OKP-B-8,blaOKP-B-8,blaOKP-B,3,blaOKP
qnrB4,DQ303921.2,ABC17630.3,NG_050502.1,WP_017900990.1,qnrB,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrB4,qnrB4,qnrB,3,qnr
blaSIM-1,AY887066.1,AAX76774.1,NG_050131.1,WP_017901052.1,blaSIM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase SIM-1,blaSIM-1,blaSIM,2,blaSIM
,AQZD01000005.1,,NG_050603.1,WP_018211347.1,vanI,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-alanine--(R)-lactate ligase VanI,vanI,vanI,1,van
,AY355407.1,AAQ62546.1,NG_047961.1,WP_018374806.1,mef(A),"Macrolide: Erythromycin, Azithromycin",Macrolide,"Erythromycin, Azithromycin",macrolide efflux MFS transporter Mef(A),mef(A),mef(A),3,mef
,U51479.1,AAB49832.1,NG_047399.1,WP_018659526.1,aph(2'')-IIIa,"Aminoglycoside: Amikacin, Gentamicin, Kanamycin, Tobramycin",Aminoglycoside,"Amikacin, Gentamicin, Kanamycin, Tobramycin",aminoglycoside O-phosphotransferase APH(2'')-IIIa,aph(2'')-IIIa,aph(2'')-IIIa,3,aph(2'')
blaGOB-22,CP035809.1,QDZ61415.1,NG_067989.1,WP_019050927.1,blaGOB,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B3 metallo-beta-lactamase GOB-22,blaGOB-22,blaGOB,2,blaGOB
blaB-19,CP016376.1,AQX05318.1,NG_067208.1,WP_019051344.1,blaB,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase BlaB-19,blaB-19,blaB,2,blaB
,AY954728.1,AAX55643.1,NG_047490.1,WP_019083125.1,blaA_Yent,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase BlaA,blaA_Yent,blaA,3,blaA
blaOXA-1026,MZ672125.1,QYH55598.1,NG_076823.1,WP_019396295.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1026,blaOXA-1026,blaOXA,3,blaOXA-50_fam
,Y18050.2,CAD91341.1,NG_047455.1,WP_019407932.1,aph(3')-XV,"Aminoglycoside: Amikacin, Kanamycin",Aminoglycoside,"Amikacin, Kanamycin",aminoglycoside O-phosphotransferase APH(3')-XV,aph(3')-XV,aph(3')-XV,3,aph(3')
,ALOV01000006.1,,NG_052284.1,WP_019453091.1,aac(6')_Serra,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase,aac(6')_Serra,aac(6'),3,aac(6')
blaOXA-848,MN370856.1,QEJ80885.1,NG_066521.1,WP_019485147.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-848,blaOXA-848,blaOXA,3,blaOXA-50_fam
blaPDC-16,GQ845019.1,ACX31166.1,NG_049886.1,WP_019485213.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-16,blaPDC-16,blaPDC,3,blaPDC
,KB907453.1,,NG_052534.1,WP_019655053.1,aac(6')-set_A,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase,aac(6')-set_A,aac(6'),3,aac(6')
oqxB14,KF414074.1,AGZ20235.1,NG_050432.1,WP_019704817.1,oqxB,Phenicol/Quinolone,Phenicol/Quinolone,,multidrug efflux RND transporter permease subunit OqxB14,oqxB14,oqxB,3,oqx
,AFWZ01000007.1,,NG_052504.1,WP_019722502.1,aacA-ENT4,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase,aacA-ENT4,aac(6')-I,3,aacA
rmtD1,DQ914960.2,ABJ53409.1,NG_048061.1,WP_019726361.1,rmtD,Aminoglycoside: Pan resistance,Aminoglycoside,Pan resistance,16S rRNA (guanine(1405)-N(7))-methyltransferase RmtD1,rmtD1,rmtD,1,rmt
,DQ914960.2,ABY60434.1,NG_048098.1,WP_019727244.1,sul1,Sulfonamide,Sulfonamide,,sulfonamide-resistant dihydropteroate synthase Sul1,sul1,sul1,3,sul
,MWVR01000009.1,OPG86592.1,NG_065843.1,WP_019728092.1,erm(49),"Lincosamide/Macrolide: Clindamycin, Erythromycin",Lincosamide/Macrolide,"Clindamycin, Erythromycin",23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(49),erm(49),erm(49),3,erm
blaSHV-7,U20270.1,AAA87176.1,NG_050104.1,WP_020316986.1,blaSHV,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase SHV-7,blaSHV-7,blaSHV,2,blaSHV
qnrA6,DQ151889.1,AAZ78355.1,NG_050467.1,WP_020442395.1,qnrA,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrA6,qnrA6,qnrA,3,qnr
blaKPC-7,EU729727.1,ACE62798.1,NG_049261.1,WP_020803043.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase KPC-7,blaKPC-7,blaKPC,1,blaKPC
blaCARB-20,JFFP02000005.1,OMC60245.1,NG_054946.1,WP_020835015.1,blaCARB,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",carbenicillin-hydrolyzing class A beta-lactamase CARB-20,blaCARB-20,blaCARB,3,blaCARB
blaOXA-452,KR061505.1,AKI29917.1,NG_049738.1,WP_020836977.1,blaOXA-61_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-61 family class D beta-lactamase OXA-452,blaOXA-452,blaOXA,3,blaOXA-61_fam
blaOXA-491,JAIV01000087.1,KLE07522.1,NG_049771.1,WP_020848173.1,blaOXA,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",class D beta-lactamase OXA-491,blaOXA-491,blaOXA,3,blaOXA
blaAXC-1,MF767301.1,ATG32091.1,NG_061617.1,WP_020924773.1,blaAXC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase AXC-1,blaAXC-1,blaAXC,2,blaAXC
blaVEB-3,AY536519.1,AAS48620.1,NG_050327.1,WP_020956917.1,blaVEB,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase VEB-3,blaVEB-3,blaVEB,2,blaVEB
blaCMY-13,AY339625.2,AAQ16660.2,NG_048799.1,WP_020996270.1,blaCMY,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase CMY-13,blaCMY-13,blaCMY,3,blaCMY
,KC543497.1,AGL46467.1,NG_060511.1,WP_021018581.1,catB8,Phenicol: Chloramphenicol,Phenicol,Chloramphenicol,type B-3 chloramphenicol O-acetyltransferase CatB8,catB8,catB8,3,cat
blaIMP-9,KC543497.1,AGL46523.1,NG_049223.1,WP_021018609.1,blaIMP,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase IMP-9,blaIMP-9,blaIMP,1,blaIMP
,CP004067.1,AGV10818.1,NG_047407.1,WP_021034342.1,aph(2'')-Ig,"Aminoglycoside: Amikacin, Gentamicin, Kanamycin, Tobramycin",Aminoglycoside,"Amikacin, Gentamicin, Kanamycin, Tobramycin",aminoglycoside O-phosphotransferase APH(2'')-Ig,aph(2'')-Ig,aph(2'')-Ig,3,aph(2'')
,AJ518835.1,CAD57670.1,NG_047866.1,WP_021038045.1,floR,"Phenicol: Chloramphenicol, Florfenicol",Phenicol,"Chloramphenicol, Florfenicol",chloramphenicol/florfenicol efflux MFS transporter FloR,floR,floR,3,floR
blaOXA-956,JAGUQQ010000007.1,MBS2780954.1,NG_074735.1,WP_021139936.1,blaOXA-PR,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",class D beta-lactamase OXA-956,blaOXA-956,blaOXA,3,blaOXA
blaMIR-25,OP346114.1,UXG78561.1,NG_088407.1,WP_021240723.1,blaMIR,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase MIR-25,blaMIR-25,blaMIR,3,blaMIR
,AM260957.1,CAJ98570.1,NG_047997.1,WP_021263608.1,mph(F),Macrolide: Erythromycin,Macrolide,Erythromycin,Mph(F) family macrolide 2'-phosphotransferase,mph(F),mph(F),3,mph
,KC895984.1,AGW81558.1,NG_048074.1,WP_021285909.1,spd,Aminoglycoside: Unknown,Aminoglycoside,Unknown,ANT(9) family aminoglycoside nucleotidyltransferase Spd,spd,spd,3,spd
oqxB20,KF414080.1,AGZ20241.1,NG_050439.1,WP_021312368.1,oqxB,Phenicol/Quinolone,Phenicol/Quinolone,,multidrug efflux RND transporter permease subunit OqxB20,oqxB20,oqxB,3,oqx
blaB-17,CCAB010000101.1,CDN73485.1,NG_067206.1,WP_021348010.1,blaB,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase BlaB-17,blaB-17,blaB,2,blaB
blaCDD-2,AVGL01000014.1,EQE12244.1,NG_065861.1,WP_021361759.1,blaCDD,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class D beta-lactamase CDD-2,blaCDD-2,blaCDD,2,blaCDD
,AF016483.1,AAC14693.1,NG_047403.1,WP_021401024.1,aph(2'')-IVa,"Aminoglycoside: Amikacin, Gentamicin, Kanamycin, Tobramycin",Aminoglycoside,"Amikacin, Gentamicin, Kanamycin, Tobramycin",aminoglycoside O-phosphotransferase APH(2'')-IVa,aph(2'')-IVa,aph(2'')-IVa,3,aph(2'')
,AY271782.1,AAQ16274.1,NG_048457.1,WP_021418922.1,vanT-G,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,membrane-bound serine racemase VanT-G,vanT-G,vanT-G,4,van
,AY271782.1,AAQ16273.1,NG_048369.1,WP_021418924.1,vanG,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-alanine--D-serine ligase VanG,vanG,vanG,1,van
,DQ212986.1,ABA71729.1,NG_048528.1,WP_021418926.1,vanY-G1,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-Ala-D-Ala carboxypeptidase VanY-G1,vanY-G1,vanY-G1,4,van
,AY271782.1,AAQ16269.1,NG_048435.1,WP_021418927.1,vanS-G,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,vancomycin resistance histidine kinase VanS-G,vanS-G,vanS-G,4,van
,AY271782.1,AAQ16268.1,NG_048411.1,WP_021418928.1,vanR-G,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,vancomycin resistance response regulator transcription factor VanR-G,vanR-G,vanR-G,4,van
,AY271782.1,AAQ16267.1,NG_048466.1,WP_021418929.1,vanU-G,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,glycopeptide resistance transcriptional regulator VanU-G,vanU-G,vanU-G,4,van
,DQ212986.1,ABA71730.1,NG_048471.1,WP_021419095.1,vanW-G,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,glycopeptide resistance accessory protein VanW-G,vanW-G,vanW-G,4,van
,AY701528.1,AAW34150.1,NG_047405.1,WP_021424053.1,aph(2'')-If,"Aminoglycoside: Amikacin, Gentamicin, Kanamycin, Tobramycin",Aminoglycoside,"Amikacin, Gentamicin, Kanamycin, Tobramycin",aminoglycoside O-phosphotransferase APH(2'')-If,aph(2'')-If,aph(2'')-If,3,aph(2'')
blaSHV-187,LN515533.1,CEA29750.1,NG_050053.1,WP_021440083.1,blaSHV,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",broad-spectrum class A beta-lactamase SHV-187,blaSHV-187,blaSHV,3,blaSHV
blaARL-2,KY363207.1,APY23841.1,NG_054948.1,WP_021459345.1,blaARL,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase ARL-2,blaARL-2,blaARL,3,blaARL
,AVSR01000023.1,ERH70569.1,NG_052297.1,WP_021505085.1,aac(6')_Serra,Aminoglycoside: Unknown,Aminoglycoside,Unknown,aminoglycoside 6'-N-acetyltransferase,aac(6')_Serra,aac(6'),3,aac(6')
blaADC-248,NGJD01000012.1,OTU75713.1,NG_071194.1,WP_021511005.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-248,blaADC-248,blaADC,3,blaADC
blaTEM-40,FR717535.1,CBX53726.1,NG_050266.1,WP_021526512.1,blaTEM,"Beta-lactam: Penicillins, Clavulanic acid",Beta-lactam,"Penicillins, Clavulanic acid",inhibitor-resistant broad-spectrum class A beta-lactamase TEM-40,blaTEM-40,blaTEM,3,blaTEM
,AF393510.1,AAK73751.1,NG_047696.1,WP_021529707.1,dfrA14,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrA14,dfrA14,dfrA14,3,dfr
,AM087405.1,CAJ32491.1,NG_047360.1,WP_021529708.1,aadA6,Aminoglycoside: Streptomycin,Aminoglycoside,Streptomycin,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,aadA6,aadA6,3,aad
blaTEM-30,AJ437107.1,CAD24670.1,NG_050260.1,WP_021561477.1,blaTEM,"Beta-lactam: Penicillins, Clavulanic acid",Beta-lactam,"Penicillins, Clavulanic acid",inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30,blaTEM-30,blaTEM,3,blaTEM
,AF099140.1,AAC78336.1,NG_047763.1,WP_021566672.1,ere(A),Macrolide: Erythromycin,Macrolide,Erythromycin,EreA family erythromycin esterase,ere(A),ere(A),3,ere
,MZ241296.1,QWQ57435.1,NG_242635.1,WP_021586183.1,ant(9)-Ic,Aminoglycoside: Spectinomycin,Aminoglycoside,Spectinomycin,aminoglycoside nucleotidyltransferase ANT(9)-Ic,ant(9)-Ic,ant(9)-Ic,3,ant(9)
,AWEY01000007.1,ERK40265.1,NG_048016.1,WP_021588763.1,nimI,Nitroimidazole,Nitroimidazole,,5-nitroimidazole reductase NimI,nimI,nimI,3,nim
blaTEM-144,AM049399.1,CAJ17558.1,NG_050187.1,WP_021598056.1,blaTEM,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase TEM-144,blaTEM-144,blaTEM,2,blaTEM
blaFONA-11,ON713463.1,USH09260.1,NG_157000.1,WP_021806421.1,blaFONA,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase FONA-11,blaFONA-11,blaFONA,3,blaFONA
blaLEN-10,CBBA010000184.1,CDA01504.1,NG_050775.1,WP_022065596.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-10,blaLEN-10,blaLEN,3,blaLEN
,FJ589781.1,ACS83559.1,NG_047929.1,WP_022071788.1,lnu(P),Lincosamide,Lincosamide,,lincosamide nucleotidyltransferase Lnu(P),lnu(P),lnu(P),3,lnu
,S68049.1,,NG_047232.1,WP_022542381.1,aac(3)-Ia,Aminoglycoside: Gentamicin,Aminoglycoside,Gentamicin,aminoglycoside N-acetyltransferase AAC(3)-Ia,aac(3)-Ia,aac(3)-Ia,3,aac(3)
blaCTX-M-25,AF518567.2,AAM70498.1,NG_048974.1,WP_022542384.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-25,blaCTX-M-25,blaCTX-M,2,blaCTX-M
blaADC-255,NGIH01000033.1,OTT91454.1,NG_071201.1,WP_022575343.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-255,blaADC-255,blaADC,3,blaADC
blaPDC-38,KJ949053.1,AIG19975.1,NG_049910.1,WP_022580963.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-38,blaPDC-38,blaPDC,3,blaPDC
,AVAN01000004.1,ERN61539.1,NG_052535.1,WP_022631162.1,aac(6')-Ib-G,Aminoglycoside: Gentamicin,Aminoglycoside,Gentamicin,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,aac(6')-Ib-G,aac(6')-Ib,3,aac(6')
,JQ808129.1,AFJ11384.1,NG_047291.1,WP_022631510.1,aac(6')-Ib-G,Aminoglycoside: Gentamicin,Aminoglycoside,Gentamicin,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,aac(6')-Ib-G,aac(6')-Ib,3,aac(6')
blaACT-24,KJ207207.1,AHL39336.1,NG_048611.1,WP_022646807.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-24,blaACT-24,blaACT,3,blaACT
,AF140629.1,AAD54217.1,NG_047359.1,WP_022675713.1,aadA6,Aminoglycoside: Streptomycin,Aminoglycoside,Streptomycin,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,aadA6,aadA6,3,aad
,AY489045.1,AAR37057.1,NG_048436.1,WP_023042297.1,vanS-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,vancomycin resistance histidine kinase VanS-D,vanS-D,vanS-D,4,van
,AY489045.1,AAR37059.1,NG_048384.1,WP_023042299.1,vanH-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-lactate dehydrogenase VanH-D,vanH-D,vanH-D,4,van
,AY489045.1,AAR37060.1,NG_048362.1,WP_023042300.1,vanD,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-alanine--(R)-lactate ligase VanD,vanD,vanD,1,van
,AF130997.1,AAD42180.1,NG_048400.1,WP_023042613.1,vanR-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,vancomycin resistance response regulator transcription factor VanR-D,vanR-D,vanR-D,4,van
,AF130997.1,AAD42185.1,NG_048487.1,WP_023042861.1,vanX-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-Ala-D-Ala dipeptidase VanX-D,vanX-D,vanX-D,4,van
,AB242319.1,BAE96118.1,NG_048491.1,WP_023043158.1,vanX-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-Ala-D-Ala dipeptidase VanX-D,vanX-D,vanX-D,4,van
,AF277571.1,AAG37026.1,NG_048361.1,WP_023043159.1,vanD,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-alanine--(R)-lactate ligase VanD,vanD,vanD,1,van
,AB242319.1,BAE96116.1,NG_048386.1,WP_023043160.1,vanH-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,D-lactate dehydrogenase VanH-D,vanH-D,vanH-D,4,van
,AY082011.1,AAM09851.1,NG_048409.1,WP_023043165.1,vanR-D,Glycopeptide: Vancomycin,Glycopeptide,Vancomycin,vancomycin resistance response regulator transcription factor VanR-D,vanR-D,vanR-D,4,van
blaPDC-121,KX196795.1,AND46547.1,NG_055485.1,WP_023085632.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-121,blaPDC-121,blaPDC,3,blaPDC
blaPDC-120,KX196794.1,AND46546.1,NG_055484.1,WP_023089477.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-120,blaPDC-120,blaPDC,3,blaPDC
blaPDC-39,KJ949054.1,AIG19976.1,NG_049911.1,WP_023091031.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-39,blaPDC-39,blaPDC,3,blaPDC
blaPDC-37,KJ949052.1,AIG19974.1,NG_049909.1,WP_023092413.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-37,blaPDC-37,blaPDC,3,blaPDC
blaOXA-1035,MZ720789.1,QYZ89869.1,NG_076840.1,WP_023096365.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1035,blaOXA-1035,blaOXA,3,blaOXA-50_fam
blaOXA-1030,MZ672129.1,QYH55602.1,NG_076827.1,WP_023097100.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1030,blaOXA-1030,blaOXA,3,blaOXA-50_fam
blaPDC-36,KJ949051.1,AIG19973.1,NG_049908.1,WP_023100808.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-36,blaPDC-36,blaPDC,3,blaPDC
blaOXA-1032,MZ672131.1,QYH55604.1,NG_076829.1,WP_023107469.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1032,blaOXA-1032,blaOXA,3,blaOXA-50_fam
blaPDC-22,FR822746.1,CBZ41772.1,NG_049895.1,WP_023108311.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-22,blaPDC-22,blaPDC,3,blaPDC
blaPDC-122,KX196797.1,AND46549.1,NG_055486.1,WP_023109643.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-122,blaPDC-122,blaPDC,3,blaPDC
blaPDC-15,GQ845018.1,ACX31165.1,NG_049885.1,WP_023114693.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-15,blaPDC-15,blaPDC,3,blaPDC
blaPDC-24,JF326300.1,AEM44535.1,NG_049897.1,WP_023115067.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-24,blaPDC-24,blaPDC,3,blaPDC
blaPDC-431,MT520801.1,QKF95728.1,NG_070197.1,WP_023118898.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-431,blaPDC-431,blaPDC,3,blaPDC
blaOXA-1127,ON651478.1,UTS94231.1,NG_081713.1,WP_023122435.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1127,blaOXA-1127,blaOXA,3,blaOXA-50_fam
blaPDC-6,FJ666069.1,ACQ82811.1,NG_049934.1,WP_023130930.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-6,blaPDC-6,blaPDC,3,blaPDC
blaOXA-914,MT210602.1,QIM59621.1,NG_068185.1,WP_023132404.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-914,blaOXA-914,blaOXA,3,blaOXA-50_fam
blaSHV-76,AM176551.2,CAJ47131.2,NG_050111.1,WP_023158217.1,blaSHV,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",broad-spectrum class A beta-lactamase SHV-76,blaSHV-76,blaSHV,3,blaSHV
fosA7.4,VLQA01000001.1,TSE72802.1,NG_067230.1,WP_023216493.1,fosA7_fam,Fosfomycin,Fosfomycin,,fosfomycin resistance glutathione transferase FosA7.4,fosA7.4,fosA7,3,fos
fosA7.3,CP029486.1,AWN13715.1,NG_067229.1,WP_023231494.1,fosA7_fam,Fosfomycin,Fosfomycin,,fosfomycin resistance glutathione transferase FosA7.3,fosA7.3,fosA7,3,fos
blaOXA-672,AYEQ01000166.1,ESK38042.1,NG_062221.1,WP_023271137.1,blaOXA-286_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,OXA-286 family carbapenem-hydrolyzing class D beta-lactamase OXA-672,blaOXA-672,blaOXA,2,blaOXA-286_fam
blaSHV-26,AF227204.1,AAF36719.1,NG_050063.1,WP_023280043.1,blaSHV,"Beta-lactam: Penicillins, Clavulanic acid",Beta-lactam,"Penicillins, Clavulanic acid",broad-spectrum class A beta-lactamase SHV-26,blaSHV-26,blaSHV,3,blaSHV
